,0,1,2,3,4,5,6
17144,NP_055596,Q8TDY2,6DCE,NP_055904,Q8IWT3,2JUF,0
17145,NP_001317,Q12996,6B3X,P29353,P29353,1MIL,0
17146,NP_006070,Q99967,1P4Q,NP_000605,P26441,1CNT,0
17147,NP_004950,Q13285,1YOW,O75251,O75251,5XTB,0
17148,NP_073622,Q5THR3,1WLZ,NP_001937,Q16828,1HZM,0
17149,NP_004082,Q14209,1N4M,NP_002878,P54136,4Q2T,0
17150,NP_000387,P43235,1ATK,P20591,P20591,3LJB,0
17151,Q15022,Q15022,4W2R,NP_006750,Q16851,3R2W,0
17152,NP_065885,Q8IX15,2ECC,O00170,O00170,2LKN,0
17153,NP_001229,P24864,1W98,NP_000305,P60484,1D5R,0
17154,NP_443183,Q9H147,2MWI,NP_003240,P52888,1S4B,0
17155,NP_055315,O43719,2DIT,P48729,P48729,5FQD,0
17156,Q9HCU8,Q9HCU8,6HVO,NP_005470,Q92837,1GNG,0
17157,NP_444251,Q96JP5,2M9A,P48729,P48729,5FQD,0
17158,NP_003855,O75446,2KDP,NP_006432,P49914,3HXT,0
17159,NP_055238,Q9UHB7,4IMY,P43897,P43897,2CP9,0
17160,NP_055048,P17480,1K99,NP_057564,Q9BPZ3,1JGN,0
17161,NP_003160,O00267,2DO3,NP_006268,Q9NZM3,1J3T,0
17162,Q3YBR2,Q3YBR2,2WZO,NP_005521,P50213,5GRE,0
17163,NP_003493,O15169,1DK8,NP_005891,Q15797,1KHU,0
17164,NP_002936,P27694,1EWI,NP_003121,P30626,1JUO,0
17165,NP_055884,Q2M1K9,2MDG,NP_005779,O60678,2FYT,0
17166,NP_001796,Q15744,3T92,NP_000660,P00326,1DDA,0
17167,NP_060624,Q9NVP2,5BNX,NP_004721,P62495,1DT9,0
17168,NP_001420,Q09472,1L3E,NP_000964,P62917,4CCM,0
17169,NP_002096,P16104,1YDP,NP_005042,P47897,4R3Z,0
17170,NP_004951,P35637,2LA6,NP_003121,P30626,1JUO,0
17171,NP_060740,Q9NV56,2N1D,NP_006635,Q92598,6GFA,0
17172,NP_003914,O75593,5XOC,NP_004050,Q16773,1W7L,0
17173,Q01196,Q01196,1CMO,NP_005852,Q9UNE7,4KBQ,0
17174,NP_066018,Q9HCD5,1V95,NP_055129,O95786,2LWD,0
17175,NP_783640,O95931,2K1B,NP_055428,Q96CS3,2DAM,0
17176,NP_996670,Q9UBU8,2AQL,NP_004125,P38646,3N8E,0
17177,P07992,P07992,1Z00,NP_066953,P62937,1AK4,0
17178,NP_037393,Q9UBK2,1XB7,NP_003840,P53597,6G4Q,0
17179,Q13105,Q13105,2LVR,P55210,P55210,1F1J,0
17180,NP_055884,Q2M1K9,2MDG,NP_000792,P62942,1A7X,0
17181,Q9HCU8,Q9HCU8,6HVO,NP_060767,Q96IV0,2CCQ,0
17182,Q16666,Q16666,2OQ0,NP_066961,Q12933,1CA4,0
17183,NP_003855,O75446,2KDP,NP_004171,Q92844,1KZZ,0
17184,P28698,P28698,2FI2,NP_001217,P55212,1MI9,0
17185,NP_003874,O15379,4A69,NP_004413,O14641,2REY,0
17186,NP_002883,P29374,2LCC,NP_005204,P01040,1CYU,0
17187,NP_112235,Q71SY5,2KY6,NP_004979,P43355,1W72,0
17188,NP_005769,P52756,2LK0,NP_001435,Q01469,1B56,0
17189,NP_002683,P56282,2V6Z,Q93008,Q93008,5VBD,0
17190,NP_008819,P0DP23,1AJI,NP_001937,Q16828,1HZM,0
17191,NP_004642,P51784,4MEL,NP_003158,Q06520,1EFH,0
17192,NP_001666,P18848,1CI6,NP_055285,Q92730,2CLS,0
17193,NP_004588,P62316,1B34,NP_005179,P22681,1B47,0
17194,NP_003398,P26651,4J8S,NP_056053,Q8IX03,2Z0U,0
17195,NP_060740,Q9NV56,2N1D,NP_116120,Q9BRA2,1WOU,0
17196,NP_068809,P61218,1QKL,NP_004324,P15056,1UWH,0
17197,NP_009210,P26368,1JMT,NP_000174,P55084,5ZQZ,0
17198,NP_000526,P54278,1EA6,NP_001340,P14868,4J15,0
17199,NP_055872,O75592,5O6C,Q9BRV8,Q9BRV8,6AKK,0
17200,NP_064568,Q8WYA1,2KDK,NP_000841,Q03013,4GTU,0
17201,NP_055610,O60315,2DA7,NP_001367,Q14204,2BOR,0
17202,NP_005925,Q03111,5J9S,NP_005527,P29218,1AWB,0
17203,NP_937859,P14678,1D3B,NP_057330,Q9BPX1,1YDE,0
17204,NP_001252,P50750,1PF6,NP_004125,P38646,3N8E,0
17205,Q99081,Q99081,2KNH,NP_004337,P42574,1CP3,0
17206,NP_003178,Q16594,6F3T,P43897,P43897,2CP9,0
17207,NP_002126,P22736,2QW4,NP_003105,Q07617,6I57,0
17208,NP_000367,P11473,1DB1,NP_000894,P15559,1D4A,0
17209,NP_036354,Q9UIF7,1X51,NP_003286,P13693,1YZ1,0
17210,P10619,P10619,1IVY,NP_005852,Q9UNE7,4KBQ,0
17211,NP_002096,P16104,1YDP,NP_003105,Q07617,6I57,0
17212,NP_001007227,O43791,2CR2,NP_000404,P14061,1A27,0
17213,NP_001781,P30307,2OJX,Q9BRV8,Q9BRV8,6AKK,0
17214,NP_004119,P13984,1BBY,NP_004138,Q9Y295,2EKI,0
17215,NP_001317,Q12996,6B3X,NP_002056,P15104,2OJW,0
17216,NP_002687,P62487,2C35,NP_004530,O43776,4ZYA,0
17217,NP_002544,O43913,5UJ7,NP_002291,P07195,1I0Z,0
17218,NP_005169,P20749,1K1A,NP_036337,P46952,2QNK,0
17219,O94953,O94953,4LXL,NP_002289,P13796,2D85,0
17220,NP_116027,P23769,5O9B,NP_000174,P55084,5ZQZ,0
17221,NP_006103,Q9UNP9,1ZMF,NP_004093,P05413,1G5W,0
17222,NP_055610,O60315,2DA7,NP_005852,Q9UNE7,4KBQ,0
17223,NP_055758,Q9Y6X8,2DMP,NP_004835,O60239,4H3B,0
17224,NP_003064,Q12824,5AJ1,NP_066565,P30419,1RXT,0
17225,NP_006615,Q15326,4NS5,NP_004835,O60239,4H3B,0
17226,NP_003381,P30291,1X8B,NP_006262,P23297,2L0P,0
17227,NP_937872,O14924,2EBZ,P29353,P29353,1MIL,0
17228,NP_000018,P20933,1APY,NP_000845,P0CG29,4MPF,0
17229,NP_003441,Q15697,1Y7Q,O00170,O00170,2LKN,0
17230,NP_006531,Q15596,1GWQ,NP_055595,Q14999,2JNG,0
17231,P37275,P37275,2E19,Q96PU5,Q96PU5,2LAJ,0
17232,NP_115701,Q8N9N8,2DGY,Q16643,Q16643,5Y1Z,0
17233,P09668,P09668,1BZN,Q8TE68,Q8TE68,2K2M,0
17234,Q9Y222,Q9Y222,2LLK,NP_003115,P35270,1Z6Z,0
17235,NP_116294,Q96I25,2PE8,NP_150634,P29466,1BMQ,0
17236,NP_001790,P50613,1LG3,NP_000964,P62917,4CCM,0
17237,NP_877433,Q5MJ70,5UQ1,NP_116119,Q8WWV3,2VN8,0
17238,NP_003484,Q16695,2V1D,NP_003671,P54577,1N3L,0
17239,NP_783640,O95931,2K1B,NP_003671,P54577,1N3L,0
17240,NP_612565,Q02241,3VHX,NP_004160,P34896,1BJ4,0
17241,NP_005646,Q13118,2EPA,NP_550438,Q16854,2OCP,0
17242,NP_001007227,O43791,2CR2,NP_036337,P46952,2QNK,0
17243,NP_000408,P01589,1ILM,NP_000197,P31785,1ILL,0
17244,NP_003064,Q12824,5AJ1,NP_005989,P49368,6NR8,0
17245,P30260,P30260,3T1N,NP_001252,P50750,1PF6,0
17246,NP_001231,O60563,2PK2,NP_001651,P18085,1Z6X,0
17247,NP_006531,Q15596,1GWQ,P22061,P22061,1I1N,0
17248,NP_116062,Q9BSM1,4HPL,NP_003840,P53597,6G4Q,0
17249,NP_003575,O75319,4JMJ,NP_004823,P78417,1EEM,0
17250,NP_002895,P18615,1X5P,NP_000317,P12271,1XGG,0
17251,NP_002040,P15976,6G0Q,NP_005779,O60678,2FYT,0
17252,Q9HCU8,Q9HCU8,6HVO,NP_066953,P62937,1AK4,0
17253,NP_004955,Q13547,1TYI,P11245,P11245,2PFR,0
17254,NP_006006,O14497,1RYU,NP_036199,O95154,2CLP,0
17255,NP_003186,Q15560,2LW4,Q96GX9,Q96GX9,4M6R,0
17256,NP_000465,Q15672,2MJV,NP_000658,P07327,1HSO,0
17257,NP_005515,Q14469,2MH3,NP_000476,P07741,1OPU,0
17258,NP_005646,Q13118,2EPA,NP_001367,Q14204,2BOR,0
17259,NP_068811,P28702,1H9U,NP_000467,P00568,1Z83,0
17260,NP_054733,O75643,2Q0Z,NP_006592,Q15185,1EJF,0
17261,NP_073562,Q9NPI8,2IQC,P22061,P22061,1I1N,0
17262,P35269,P35269,1F3U,NP_005172,P07451,1Z93,0
17263,Q9Y222,Q9Y222,2LLK,NP_057330,Q9BPX1,1YDE,0
17264,NP_000465,Q15672,2MJV,NP_001087,P53396,3MWD,0
17265,Q92769,Q92769,3MAX,NP_004050,Q16773,1W7L,0
17266,NP_000529,O00287,2KW3,NP_000185,P00492,1BZY,0
17267,NP_003911,Q9UNS1,4XHT,NP_000660,P00326,1DDA,0
17268,NP_068811,P28702,1H9U,NP_055595,Q14999,2JNG,0
17269,NP_001370,P26358,3EPZ,NP_055973,Q14678,5YBJ,0
17270,NP_689479,Q9BTP7,2LYH,NP_002305,P53667,3S95,0
17271,NP_000116,P03372,1A52,NP_055199,Q9UKU7,1RX0,0
17272,NP_003502,P0C0S8,4QYL,NP_006215,Q00169,1UW5,0
17273,Q8IXQ6,Q8IXQ6,5AIL,NP_005267,P21695,1WPQ,0
17274,NP_001790,P50613,1LG3,NP_000061,P20807,1Y9V,0
17275,O14646,O14646,2B2T,P48729,P48729,5FQD,0
17276,NP_073717,P63162,5MF9,P18054,P18054,2ABU,0
17277,NP_004527,Q13075,2VM5,NP_063940,Q9NR28,1FEW,0
17278,NP_006229,Q03181,1GWX,NP_057564,Q9BPZ3,1JGN,0
17279,NP_002096,P16104,1YDP,P43897,P43897,2CP9,0
17280,O00472,O00472,2E5N,NP_003945,Q99558,4DN5,0
17281,NP_008828,P31274,2LP0,Q9BXL7,Q9BXL7,4JUP,0
17282,NP_114129,Q5VWG9,5C13,NP_004126,P51553,5GRE,0
17283,NP_003502,P0C0S8,4QYL,NP_002055,P35754,1B4Q,0
17284,NP_005313,P16401,2FE2,NP_001435,Q01469,1B56,0
17285,NP_005159,P61587,1M7B,NP_006645,Q8WU20,1XR0,0
17286,Q6ISB3,Q6ISB3,5MR7,NP_002100,P12081,1X59,0
17287,NP_002683,P56282,2V6Z,NP_001318,P78358,1S9W,0
17288,NP_000170,P52701,2GFU,NP_004802,O60711,1X3H,0
17289,P26599,P26599,1QM9,NP_001893,P32929,2NMP,0
17290,NP_002341,P07948,1W1F,NP_002728,P17252,2ELI,0
17291,NP_000526,P54278,1EA6,Q13085,Q13085,2YL2,0
17292,NP_061944,Q9NXR8,1X4I,NP_054902,Q9NP97,1Z09,0
17293,NP_005332,P10074,3B84,NP_006262,P23297,2L0P,0
17294,Q8IVL1,Q8IVL1,2YRN,P18054,P18054,2ABU,0
17295,NP_000048,P54132,2KV2,NP_005989,P49368,6NR8,0
17296,NP_001428,Q92731,1L2J,NP_005042,P47897,4R3Z,0
17297,NP_005180,Q14781,2D9U,NP_066565,P30419,1RXT,0
17298,NP_071801,Q13426,1FU1,NP_004484,Q99714,1F67,0
17299,Q9H211,Q9H211,2LE8,NP_002890,P09455,5H8T,0
17300,NP_004070,P25774,1BXF,NP_000886,P09960,1GW6,0
17301,NP_849194,Q8WZ19,4UIJ,NP_004126,P51553,5GRE,0
17302,NP_006158,Q99801,2L9R,P20591,P20591,3LJB,0
17303,Q86XK2,Q86XK2,5VMD,NP_006215,Q00169,1UW5,0
17304,NP_055872,O75592,5O6C,NP_000964,P62917,4CCM,0
17305,NP_004070,P25774,1BXF,NP_001503,O15217,1GUL,0
17306,NP_058633,P09884,1K0P,NP_005495,P54687,2ABJ,0
17307,NP_001028733,Q96QT6,2L9S,NP_001753,P40227,6NR8,0
17308,O60341,O60341,2COM,P29353,P29353,1MIL,0
17309,NP_006154,Q16621,1LVX,NP_000174,P55084,5ZQZ,0
17310,NP_001385,Q13115,3EZZ,NP_036199,O95154,2CLP,0
17311,NP_002043,P43694,2M9W,NP_055963,Q96RG2,1LL8,0
17312,NP_005491,Q9UBE0,1Y8Q,NP_005023,P13797,1AOA,0
17313,Q9H3D4,Q9H3D4,1RG6,NP_061821,Q9UJM3,2RF9,0
17314,NP_001317,Q12996,6B3X,NP_005267,P21695,1WPQ,0
17315,NP_009171,Q9UNI6,4JNB,NP_002684,P54098,3IKM,0
17316,P07992,P07992,1Z00,NP_001166,P52566,1DS6,0
17317,NP_008823,Q9UBC3,3FLG,NP_004050,Q16773,1W7L,0
17318,NP_055130,Q9Y2U9,6DO3,NP_036361,P49902,2J2C,0
17319,NP_003575,O75319,4JMJ,NP_000552,P09488,1GTU,0
17320,NP_003176,O00268,1H3O,NP_005882,Q9BWD1,1WL4,0
17321,NP_003874,O15379,4A69,NP_005411,P49888,1G3M,0
17322,NP_003205,Q99594,5EMW,NP_000605,P26441,1CNT,0
17323,Q86XK2,Q86XK2,5VMD,NP_000841,Q03013,4GTU,0
17324,P11308,P11308,1SXE,Q96GX9,Q96GX9,4M6R,0
17325,NP_002898,P46063,2V1X,NP_000424,P19878,1E96,0
17326,NP_002096,P16104,1YDP,Q96GX9,Q96GX9,4M6R,0
17327,NP_000512,P07686,1NOU,NP_000680,P00352,4WB9,0
17328,NP_000048,P54132,2KV2,NP_004324,P15056,1UWH,0
17329,NP_110517,Q8WYA6,4CB8,NP_110379,P17987,6NR8,0
17330,NP_005515,Q14469,2MH3,NP_004324,P15056,1UWH,0
17331,NP_002898,P46063,2V1X,NP_006101,O95400,1GYF,0
17332,NP_036427,Q9Y6J0,1N6J,NP_002890,P09455,5H8T,0
17333,NP_008869,P62314,1B34,NP_004777,O43396,1GH2,0
17334,NP_004950,Q13285,1YOW,NP_001866,P31327,2YVQ,0
17335,NP_006582,Q15054,1U76,NP_004171,Q92844,1KZZ,0
17336,NP_000449,P35680,2DA6,NP_550438,Q16854,2OCP,0
17337,NP_002348,Q05195,1E91,NP_071761,Q9H5Q4,6ERO,0
17338,NP_055596,Q8TDY2,6DCE,NP_003286,P13693,1YZ1,0
17339,P26367,P26367,2CUE,NP_003286,P13693,1YZ1,0
17340,NP_001028733,Q96QT6,2L9S,NP_002100,P12081,1X59,0
17341,NP_004796,O15514,2C35,NP_061931,Q9NX09,3LQ9,0
17342,NP_003911,Q9UNS1,4XHT,NP_006784,P30048,5JCG,0
17343,NP_056986,O95071,1I2T,NP_005172,P07451,1Z93,0
17344,NP_001092755,P06454,2L9I,NP_056442,Q5SW96,2G30,0
17345,NP_004588,P62316,1B34,NP_001893,P32929,2NMP,0
17346,NP_002543,O43929,5UJ7,NP_001880,Q08257,1YB5,0
17347,NP_003520,P68431,1CS9,NP_056053,Q8IX03,2Z0U,0
17348,NP_055136,Q9Y5N6,3M03,NP_001893,P32929,2NMP,0
17349,NP_003520,P68431,1CS9,P18054,P18054,2ABU,0
17350,NP_000253,P17050,3H53,P35236,P35236,1ZC0,0
17351,NP_003159,P63272,3H7H,NP_003493,O15169,1DK8,0
17352,NP_001977,P43268,4CO8,NP_004171,Q92844,1KZZ,0
17353,NP_006158,Q99801,2L9R,NP_037386,Q9UHD2,4EFO,0
17354,P28698,P28698,2FI2,NP_150634,P29466,1BMQ,0
17355,P28698,P28698,2FI2,NP_066953,P62937,1AK4,0
17356,NP_003336,P63279,1A3S,NP_002563,P68402,1VYH,0
17357,NP_001007227,O43791,2CR2,NP_060177,Q8TDY4,2B0O,0
17358,NP_604391,P16220,2LXT,NP_066953,P62937,1AK4,0
17359,NP_000018,P20933,1APY,Q9H4A3,Q9H4A3,4PWN,0
17360,Q9Y222,Q9Y222,2LLK,NP_004160,P34896,1BJ4,0
17361,NP_000529,O00287,2KW3,NP_005989,P49368,6NR8,0
17362,NP_003027,P12755,1MR1,NP_004777,O43396,1GH2,0
17363,NP_058633,P09884,1K0P,NP_001880,Q08257,1YB5,0
17364,NP_004642,P51784,4MEL,NP_001884,P48730,3UYS,0
17365,NP_001385,Q13115,3EZZ,NP_055129,O95786,2LWD,0
17366,NP_037393,Q9UBK2,1XB7,NP_002878,P54136,4Q2T,0
17367,P51513,P51513,1DT4,NP_008996,Q16543,1US7,0
17368,P01106,P01106,1A93,NP_004337,P42574,1CP3,0
17369,NP_003441,Q15697,1Y7Q,Q14790,Q14790,1F9E,0
17370,NP_006707,Q9UBU7,4F99,NP_000840,P21266,3GTU,0
17371,NP_114432,Q9BX63,1T15,NP_005172,P07451,1Z93,0
17372,NP_689479,Q9BTP7,2LYH,NP_000185,P00492,1BZY,0
17373,NP_068741,Q9HB96,2ILR,P14598,P14598,1GD5,0
17374,NP_003404,O60481,2EJ4,NP_057330,Q9BPX1,1YDE,0
17375,NP_003784,Q9UBX1,1D5U,NP_001340,P14868,4J15,0
17376,Q3YBR2,Q3YBR2,2WZO,NP_003115,P35270,1Z6Z,0
17377,NP_002119,P09429,2LY4,NP_055410,Q8TCD5,2I7D,0
17378,NP_055285,Q92730,2CLS,NP_003454,Q93096,1RXD,0
17379,NP_003063,P51532,2GRC,NP_003192,Q00059,3FGH,0
17380,NP_005634,Q15544,1BH8,NP_005852,Q9UNE7,4KBQ,0
17381,NP_071801,Q13426,1FU1,NP_001893,P32929,2NMP,0
17382,NP_003159,P63272,3H7H,NP_001001936,Q8N4X5,2COF,0
17383,NP_001252,P50750,1PF6,NP_005521,P50213,5GRE,0
17384,NP_054753,Q9Y294,1TEY,NP_000660,P00326,1DDA,0
17385,NP_055238,Q9UHB7,4IMY,NP_006083,Q9Y239,2B1W,0
17386,NP_690856,Q96PU4,1WY8,NP_002305,P53667,3S95,0
17387,NP_003080,P08621,2L5I,NP_000845,P0CG29,4MPF,0
17388,NP_003178,Q16594,6F3T,P17706,P17706,1L8K,0
17389,NP_071387,Q9H4Z3,2JX8,NP_000839,P28161,1HNA,0
17390,NP_005312,P10412,3TZD,NP_003840,P53597,6G4Q,0
17391,NP_055048,P17480,1K99,NP_003840,P53597,6G4Q,0
17392,P28347,P28347,2HZD,NP_001166,P52566,1DS6,0
17393,O75807,O75807,4XPN,NP_005172,P07451,1Z93,0
17394,NP_001244,Q99459,2DIM,Q9UBD5,Q9UBD5,5UJ8,0
17395,P07992,P07992,1Z00,NP_003121,P30626,1JUO,0
17396,NP_003529,P62805,1ZKK,Q9H4A3,Q9H4A3,4PWN,0
17397,NP_004584,P62995,2CQC,NP_004530,O43776,4ZYA,0
17398,NP_000170,P52701,2GFU,NP_000340,P49675,1IMG,0
17399,NP_001506,Q13888,1Z60,NP_005204,P01040,1CYU,0
17400,NP_068804,Q15466,1YUC,NP_003737,P63167,1CMI,0
17401,NP_001611,Q09666,4DRW,NP_000894,P15559,1D4A,0
17402,NP_005021,P53350,1Q4K,NP_003671,P54577,1N3L,0
17403,NP_542380,P27695,1BIX,NP_001386,Q99956,2HXP,0
17404,P54274,P54274,1BA5,NP_005643,Q15554,1H6P,0
17405,NP_003484,Q16695,2V1D,NP_003737,P63167,1CMI,0
17406,NP_849194,Q8WZ19,4UIJ,NP_002289,P13796,2D85,0
17407,NP_057412,Q9UHL9,2D99,P29353,P29353,1MIL,0
17408,NP_116027,P23769,5O9B,NP_005078,P51114,2CPQ,0
17409,NP_057157,Q9Y3E1,6IIP,NP_004299,Q07960,1AM4,0
17410,NP_073622,Q5THR3,1WLZ,NP_000964,P62917,4CCM,0
17411,P51513,P51513,1DT4,Q99707,Q99707,2O2K,0
17412,NP_003062,Q14527,2MZN,NP_066565,P30419,1RXT,0
17413,NP_003712,O14593,3UXG,NP_066565,P30419,1RXT,0
17414,NP_004417,P78364,2L8E,NP_005411,P49888,1G3M,0
17415,Q9Y618,Q9Y618,1KKQ,NP_003737,P63167,1CMI,0
17416,P53999,P53999,1PCF,NP_005779,O60678,2FYT,0
17417,Q8WVY7,Q8WVY7,2KX3,NP_000404,P14061,1A27,0
17418,Q16666,Q16666,2OQ0,NP_057461,Q9P0M2,4ZP3,0
17419,NP_006038,Q9NTZ6,1WEL,Q92871,Q92871,2FUC,0
17420,P09668,P09668,1BZN,NP_000660,P00326,1DDA,0
17421,NP_002008,Q01543,1FLI,NP_002305,P53667,3S95,0
17422,NP_996670,Q9UBU8,2AQL,NP_003977,O75936,3MS5,0
17423,NP_003064,Q12824,5AJ1,NP_001434,P07148,2F73,0
17424,NP_068809,P61218,1QKL,NP_004865,O95429,1M62,0
17425,NP_065700,Q9HC52,2N4Q,NP_116119,Q8WWV3,2VN8,0
17426,NP_006029,Q9UM82,5LJM,NP_000552,P09488,1GTU,0
17427,NP_059990,Q99549,3LWE,NP_056238,Q9NRN7,2BYD,0
17428,NP_005312,P10412,3TZD,NP_057256,Q9BSL1,2DAI,0
17429,NP_006684,O95639,2D9N,NP_000445,P00441,1AZV,0
17430,NP_055138,Q9HBE1,2EPP,NP_004721,P62495,1DT9,0
17431,Q01196,Q01196,1CMO,NP_005116,O14618,1DO5,0
17432,NP_001395,P26641,1PBU,NP_008867,P55854,1U4A,0
17433,Q13523,Q13523,4IAN,NP_001434,P07148,2F73,0
17434,NP_542380,P27695,1BIX,NP_001815,P06732,1I0E,0
17435,NP_031389,Q15233,3SDE,NP_000404,P14061,1A27,0
17436,P42285,P42285,6C90,NP_001001998,Q01780,2CPR,0
17437,NP_003588,O14901,1PO4,NP_055141,Q9UIK4,1WMK,0
17438,Q9H211,Q9H211,2LE8,NP_863651,O14727,1C15,0
17439,P35269,P35269,1F3U,NP_004324,P15056,1UWH,0
17440,NP_055238,Q9UHB7,4IMY,NP_003158,Q06520,1EFH,0
17441,NP_002543,O43929,5UJ7,NP_116119,Q8WWV3,2VN8,0
17442,NP_068804,Q15466,1YUC,NP_001268,P35790,2CKO,0
17443,Q99697,Q99697,2L7F,P51649,P51649,2W8N,0
17444,NP_006029,Q9UM82,5LJM,NP_116119,Q8WWV3,2VN8,0
17445,NP_000478,P15289,1AUK,NP_000061,P20807,1Y9V,0
17446,NP_002098,P84243,2L43,Q9BV79,Q9BV79,1ZSY,0
17447,NP_003178,Q16594,6F3T,NP_003115,P35270,1Z6Z,0
17448,O94953,O94953,4LXL,NP_000660,P00326,1DDA,0
17449,NP_000253,P17050,3H53,NP_000305,P60484,1D5R,0
17450,NP_001385,Q13115,3EZZ,NP_056053,Q8IX03,2Z0U,0
17451,NP_001317,Q12996,6B3X,NP_000546,O43602,1MJD,0
17452,Q15022,Q15022,4W2R,P22061,P22061,1I1N,0
17453,NP_055884,Q2M1K9,2MDG,NP_004138,Q9Y295,2EKI,0
17454,NP_004955,Q13547,1TYI,NP_005521,P50213,5GRE,0
17455,NP_001602,P13686,1WAR,Q96PU5,Q96PU5,2LAJ,0
17456,NP_002040,P15976,6G0Q,NP_110379,P17987,6NR8,0
17457,NP_002544,O43913,5UJ7,NP_000848,Q02153,2WZ1,0
17458,NP_002384,O15151,2CR8,P14598,P14598,1GD5,0
17459,NP_015556,Q14807,2EDU,NP_150634,P29466,1BMQ,0
17460,NP_604391,P16220,2LXT,NP_001753,P40227,6NR8,0
17461,NP_004517,P49736,4UUZ,NP_001386,Q99956,2HXP,0
17462,NP_003061,P51531,2DAT,Q8NFZ5,Q8NFZ5,5H07,0
17463,NP_060058,P61964,2CNX,NP_003977,O75936,3MS5,0
17464,NP_004355,P49715,6DC0,NP_054902,Q9NP97,1Z09,0
17465,NP_004144,Q13415,5UJ7,NP_000424,P19878,1E96,0
17466,NP_055130,Q9Y2U9,6DO3,NP_006003,Q16740,1TG6,0
17467,NP_054753,Q9Y294,1TEY,NP_003977,O75936,3MS5,0
17468,NP_060853,Q9C0J8,6BLY,NP_005023,P13797,1AOA,0
17469,NP_004102,P39748,1U7B,Q14790,Q14790,1F9E,0
17470,P11308,P11308,1SXE,NP_003158,Q06520,1EFH,0
17471,NP_004575,Q99638,3A1J,NP_005179,P22681,1B47,0
17472,NP_689479,Q9BTP7,2LYH,NP_036361,P49902,2J2C,0
17473,P51513,P51513,1DT4,NP_000840,P21266,3GTU,0
17474,NP_001611,Q09666,4DRW,NP_001884,P48730,3UYS,0
17475,NP_005633,Q15545,4RGW,NP_001158,P98170,1C9Q,0
17476,NP_079485,Q9H2F5,6NFX,NP_037399,Q9UI32,4BQM,0
17477,NP_000957,P13631,1EXA,NP_071933,Q9NT62,4NAW,0
17478,NP_002683,P56282,2V6Z,NP_002563,P68402,1VYH,0
17479,NP_006531,Q15596,1GWQ,NP_008878,O76094,5M72,0
17480,NP_004409,Q05923,1M3G,NP_064632,Q8NI60,4PED,0
17481,NP_066285,P24468,3CJW,NP_004484,Q99714,1F67,0
17482,Q99873,Q99873,6NT2,NP_055300,O60760,1IYH,0
17483,NP_000113,P19447,4ERN,NP_006750,Q16851,3R2W,0
17484,NP_003911,Q9UNS1,4XHT,NP_060767,Q96IV0,2CCQ,0
17485,NP_444251,Q96JP5,2M9A,O43504,O43504,3MS6,0
17486,NP_004442,P11474,1XB7,NP_001547,O14920,3BRT,0
17487,P09874,P09874,1UK0,NP_002881,P20936,1WER,0
17488,NP_002043,P43694,2M9W,NP_004175,P23381,1O5T,0
17489,NP_036354,Q9UIF7,1X51,NP_004823,P78417,1EEM,0
17490,O00472,O00472,2E5N,NP_055410,Q8TCD5,2I7D,0
17491,NP_009171,Q9UNI6,4JNB,NP_001024,P23921,2WGH,0
17492,NP_001871,P15336,1BHI,NP_005172,P07451,1Z93,0
17493,NP_003027,P12755,1MR1,Q96GX9,Q96GX9,4M6R,0
17494,NP_055331,O75175,4C0D,NP_510965,Q9UHX1,2DNY,0
17495,NP_000478,P15289,1AUK,NP_055300,O60760,1IYH,0
17496,Q13523,Q13523,4IAN,P35236,P35236,1ZC0,0
17497,O60341,O60341,2COM,NP_000845,P0CG29,4MPF,0
17498,NP_006697,O14776,2DK7,P55210,P55210,1F1J,0
17499,P21675,P21675,1EQF,NP_378663,Q9Y297,1P22,0
17500,NP_116294,Q96I25,2PE8,NP_001434,P07148,2F73,0
17501,NP_689479,Q9BTP7,2LYH,NP_071933,Q9NT62,4NAW,0
17502,NP_036363,Q13029,2JV0,NP_005800,P32119,1QMV,0
17503,NP_003359,O94782,6DO5,NP_002890,P09455,5H8T,0
17504,NP_006747,P23193,1TFI,NP_000964,P62917,4CCM,0
17505,NP_009153,Q9UKY1,2ECB,NP_001814,P12277,3B6R,0
17506,NP_005769,P52756,2LK0,NP_000174,P55084,5ZQZ,0
17507,Q86YN6,Q86YN6,3SP6,Q96GX9,Q96GX9,4M6R,0
17508,NP_003914,O75593,5XOC,NP_001227,O75828,2HRB,0
17509,P10275,P10275,1E3G,NP_004160,P34896,1BJ4,0
17510,NP_004144,Q13415,5UJ7,NP_055410,Q8TCD5,2I7D,0
17511,O75400,O75400,1UZC,NP_002816,P21246,2N6F,0
17512,NP_078805,Q6P1J9,5YDE,NP_008867,P55854,1U4A,0
17513,NP_003911,Q9UNS1,4XHT,NP_005800,P32119,1QMV,0
17514,NP_055439,P06703,1K8U,NP_006262,P23297,2L0P,0
17515,NP_849194,Q8WZ19,4UIJ,NP_001619,P15121,1ABN,0
17516,Q9H211,Q9H211,2LE8,NP_036337,P46952,2QNK,0
17517,NP_004291,P24666,1XWW,NP_005415,P35590,5N06,0
17518,NP_055064,Q9Y5X4,4LOG,NP_005403,P34897,4PVF,0
17519,NP_001385,Q13115,3EZZ,NP_002056,P15104,2OJW,0
17520,Q9H3D4,Q9H3D4,1RG6,NP_066565,P30419,1RXT,0
17521,NP_005769,P52756,2LK0,Q9UGK3,Q9UGK3,2EL8,0
